2015.admissions.act_scores.midpoint.cumulative,2015.admissions.admission_rate.overall,2015.admissions.sat_scores.average.overall,2015.aid.federal_loan_rate,2015.aid.median_debt.completers.overall,2015.aid.pell_grant_rate,2015.completion.completion_rate_4yr_150nt,2015.cost.attendance.academic_year,2015.earnings.10_yrs_after_entry.not_working_not_enrolled.overall,2015.student.FAFSA_applications,2015.student.family_income.overall,2015.student.parents_education_level,2015.student.size,school.faculty_salary,school.ft_faculty_rate,school.instructional_expenditure_per_fte,school.name,school.ownership,school.region_id,school.state_fips,school.tuition_revenue_per_fte
,0.9891,,0.0,,0.2183,0.4762,18100.0,,51.0,51.0,,243.0,1921.0,0.8667,4677,Rabbinical Seminary of America,2,2,36,3722
29.0,0.5727,1251.0,0.612,28000.0,0.2948,0.6758,49013.0,,5023.0,5023.0,4784.0,12873.0,9719.0,0.6671,18138,Rochester Institute of Technology,2,2,36,21005
22.0,0.8957,982.0,0.7235,26000.0,0.3472,0.5886,40492.0,,1108.0,1108.0,1026.0,2140.0,8506.0,0.3216,7871,Mount Saint Mary College,2,2,36,17728
20.0,0.8606,906.0,0.8256,27000.0,0.4673,0.5308,41294.0,,922.0,922.0,769.0,1586.0,8389.0,0.3721,8713,College of Mount Saint Vincent,2,2,36,17232
21.0,0.6576,983.0,0.4046,17118.0,0.427,0.4252,17572.0,,7284.0,7284.0,5993.0,11887.0,8402.0,0.744,10229,New Mexico State University-Main Campus,1,6,35,4667
22.0,0.7219,1094.0,0.5971,25500.0,0.3147,0.6701,45034.0,,2026.0,2026.0,1822.0,4813.0,12033.0,0.3207,12871,Adelphi University,2,2,36,22428
,,,0.2742,10750.0,0.1327,,,,3241.0,3241.0,2804.0,12283.0,,,0,Thomas Edison State University,1,2,34,11775
31.0,0.4356,1340.0,0.6037,28250.0,0.184,0.8162,62385.0,,988.0,988.0,953.0,2956.0,12019.0,1.0,14127,Stevens Institute of Technology,2,2,34,26528
,0.4496,,0.5618,26000.0,0.1554,0.7819,49201.0,,1950.0,1950.0,1869.0,5206.0,8847.0,0.4138,11224,Marist College,2,2,36,21267
,0.6703,,0.6899,25750.0,0.1912,0.7584,57239.0,,2428.0,2428.0,2319.0,6279.0,8623.0,0.6942,12932,Ithaca College,2,2,36,21557
23.0,0.6176,1073.0,0.695,26232.0,0.3068,0.6777,44455.0,,1437.0,1437.0,1362.0,2769.0,8786.0,0.4928,9886,Le Moyne College,2,2,36,14775
23.0,0.8381,1038.0,0.648,23500.0,0.2578,0.4189,48756.0,,839.0,839.0,781.0,1875.0,8379.0,1.0,10846,Marymount Manhattan College,2,2,36,21459
24.0,0.6236,1087.0,0.7731,23900.0,0.3007,0.7204,42107.0,,1492.0,1492.0,1421.0,2782.0,8727.0,1.0,9948,Saint John Fisher College,2,2,36,19246
29.0,0.4938,1295.0,0.428,21500.0,0.2141,0.8316,25306.0,,16795.0,16795.0,15950.0,44131.0,11739.0,0.6499,17523,Ohio State University-Main Campus,1,3,39,14126
24.0,0.7442,1108.0,0.5729,20500.0,0.2637,0.6668,25483.0,,14016.0,14016.0,13212.0,23335.0,8790.0,0.7164,9455,Ohio University-Main Campus,1,3,39,10938
25.0,0.7532,1120.0,0.6947,27000.0,0.1964,0.6073,43880.0,,1046.0,1046.0,1001.0,2235.0,7406.0,0.5266,11216,Otterbein University,2,3,39,17106
,0.7483,,0.6176,27000.0,0.2445,0.7108,57422.0,,651.0,651.0,623.0,1665.0,8370.0,0.5957,14437,Ohio Wesleyan University,2,3,39,14856
23.0,0.8476,1067.0,0.6133,25825.0,0.322,0.5616,24602.0,,14790.0,14790.0,13766.0,22779.0,8465.0,0.8663,7666,Kent State University at Kent,1,3,39,9962
28.0,0.6549,1259.0,0.3799,24750.0,0.1227,0.7996,29423.0,,5915.0,5915.0,5621.0,15975.0,8861.0,0.9839,10679,Miami University-Oxford,1,3,39,16767
23.0,0.7762,1047.0,0.7308,26536.0,0.4152,0.6,36044.0,,966.0,966.0,926.0,1686.0,6110.0,0.975,7954,Mount Vernon Nazarene University,2,3,39,13568
23.0,0.932,1069.0,0.5316,23500.0,0.3356,0.4073,22057.0,,6700.0,6700.0,6272.0,14989.0,8541.0,0.6976,12507,University of Toledo,1,3,39,11028
21.0,0.711,981.0,0.6339,27000.0,0.4765,0.3034,17099.0,,4404.0,4404.0,4029.0,10196.0,7998.0,1.0,7559,Youngstown State University,1,3,39,7846
16.0,0.5514,762.0,0.7912,20750.0,0.6703,0.2676,27246.0,,402.0,402.0,331.0,586.0,4636.0,0.2747,8965,Wilberforce University,2,3,39,10469
,0.7686,,0.806,27000.0,0.2895,0.6352,49790.0,,930.0,930.0,880.0,1805.0,6942.0,0.6952,9894,Wittenberg University,2,3,39,13607
,,,0.0,18495.0,0.0,0.2857,,,895.0,895.0,698.0,1027.0,4390.0,0.136,7144,Union Institute & University,2,3,39,18496
28.0,0.5529,1237.0,0.5068,26000.0,0.1922,0.8184,55500.0,,641.0,641.0,624.0,2026.0,8310.0,0.7936,13335,The College of Wooster,2,3,39,17954
25.0,0.7193,1133.0,0.698,27000.0,0.2987,0.6283,44099.0,,1453.0,1453.0,1359.0,2654.0,8235.0,0.4053,8781,Capital University,2,3,39,13663
22.0,0.5679,999.0,0.3614,18725.0,0.2044,0.433,15139.0,,978.0,978.0,898.0,2565.0,6739.0,0.6219,9497,Minot State University,1,4,38,5084
,0.6833,,0.8333,40597.5,0.5556,0.7,30941.0,,20.0,20.0,,35.0,3273.0,,4382,The Art Institute of Cincinnati-AIC College of Design,3,3,39,15881
32.0,0.3627,1398.0,0.4981,24066.5,0.1755,0.8062,59467.0,,1156.0,1156.0,1126.0,5039.0,10734.0,0.7906,30814,Case Western Reserve University,2,3,39,23564
,0.2939,,0.2942,23000.0,0.1045,0.881,62502.0,,797.0,797.0,776.0,4866.0,11404.0,0.8241,27205,Wake Forest University,2,5,37,30606
23.0,0.7589,1047.0,0.4894,25000.0,0.1798,0.5575,41312.0,,1346.0,1346.0,1295.0,2882.0,7159.0,0.7986,8571,The University of Findlay,2,3,39,15133
22.0,0.789,1033.0,0.9317,28000.0,0.4371,0.3947,38917.0,,655.0,655.0,620.0,1011.0,6406.0,0.5227,9240,Heidelberg University,2,3,39,12728
,0.4789,,0.4381,26000.0,0.1905,0.7982,58620.0,,639.0,639.0,597.0,2254.0,8632.0,1.0,18898,Denison University,2,3,39,22672
25.0,0.7513,1118.0,0.4243,20500.0,0.2829,0.6145,21494.0,,7053.0,7053.0,6646.0,20805.0,8788.0,0.8749,8858,Oklahoma State University-Main Campus,1,6,40,9885
25.0,0.5911,1118.0,0.531,23652.5,0.2835,0.4947,30501.0,,785.0,785.0,758.0,1948.0,6079.0,0.9725,7456,Oklahoma Christian University,2,6,40,8872
,,,0.0,,0.4615,0.6667,13000.0,,,,,9.0,2727.0,,28480,Talmudical Institute of Upstate New York,2,2,36,22113
,0.3412,,0.4065,12500.0,0.2641,0.4072,24148.0,,3229.0,3229.0,2676.0,5965.0,7236.0,0.3566,6983,Touro College,2,2,36,12793
,1.0,,0.0,,0.6768,0.25,19100.0,,52.0,52.0,,147.0,3022.0,,11746,Yeshivath Zichron Moshe,2,2,36,4440
26.0,0.6638,1157.0,0.4748,20500.0,0.2792,0.7097,19359.0,,5799.0,5799.0,5539.0,16126.0,7797.0,0.7198,7280,Appalachian State University,1,5,37,6208
24.0,0.5101,1103.0,0.6857,21515.0,0.3954,0.6638,22061.0,,3662.0,3662.0,3370.0,7046.0,6886.0,0.5844,11153,SUNY College at Oswego,1,2,36,5616
,0.2172,1220.0,0.0714,6500.0,0.0671,0.6827,9103.0,,88.0,88.0,,904.0,9849.0,0.9244,15991,United States Merchant Marine Academy,1,0,36,606
,0.829,,0.733,24000.0,0.3711,0.4204,46704.0,,1912.0,1912.0,1730.0,3041.0,7403.0,0.3588,7470,Utica College,2,2,36,14783
27.0,0.5195,1215.0,0.5689,19750.0,0.2714,0.7527,24366.0,,732.0,732.0,708.0,1746.0,8479.0,0.7381,16991,SUNY College of Environmental Science and Forestry,1,2,36,4824
,0.4617,,0.5258,27000.0,0.1775,0.867,61632.0,,786.0,786.0,749.0,2347.0,8917.0,0.9306,17758,St Lawrence University,2,2,36,24038
,0.8476,,0.9224,20000.0,0.7317,0.3311,24305.0,,446.0,446.0,386.0,541.0,4068.0,1.0,7182,Villa Maria College,2,2,36,15525
22.0,0.735,1007.0,0.7684,23500.0,0.3976,0.5316,45424.0,,2385.0,2385.0,2177.0,4401.0,8248.0,0.4232,11346,Campbell University,2,5,37,13438
19.0,0.6039,870.0,0.6695,22161.0,0.5973,0.317,13171.0,,2864.0,2864.0,2473.0,5087.0,8040.0,0.9815,8215,Fayetteville State University,1,5,37,3329
21.0,0.5269,977.0,0.4004,24969.0,0.2347,0.5156,39390.0,,1464.0,1464.0,1356.0,2626.0,6671.0,1.0,6994,Gardner-Webb University,2,5,37,11309
,0.629,,0.6341,26635.0,0.4029,0.5923,47175.0,,850.0,850.0,772.0,1768.0,6337.0,0.6875,7444,Guilford College,2,5,37,12434
21.0,0.3179,990.0,0.7316,25000.0,0.4408,0.4675,40475.0,,743.0,743.0,684.0,1254.0,6579.0,0.5541,7940,Catawba College,2,5,37,19930
18.0,0.7525,892.0,0.7031,27000.0,0.4312,0.3859,38942.0,,571.0,571.0,528.0,758.0,5914.0,1.0,6961,Greensboro College,2,5,37,14024
,,,0.3448,23250.0,0.3543,0.2377,20898.0,,5498.0,5498.0,4558.0,9825.0,6846.0,0.1717,9110,SUNY Empire State College,1,2,36,4898
23.0,0.4969,1086.0,0.6264,22000.0,0.3716,0.6529,21479.0,,2489.0,2489.0,2272.0,5272.0,7101.0,0.6275,11849,SUNY College at Plattsburgh,1,2,36,5672
27.0,0.4833,1195.0,0.5351,27000.0,0.2516,0.8136,59047.0,,4502.0,4502.0,4244.0,14620.0,11202.0,0.6714,15629,Syracuse University,2,2,36,22672
25.0,0.4151,1124.0,0.5355,19000.0,0.3145,0.7273,21716.0,,2709.0,2709.0,2471.0,6498.0,6971.0,0.5422,10937,State University of New York at New Paltz,1,2,36,6337
,0.5009,995.0,0.4732,16246.0,0.501,0.4019,18532.0,,1970.0,1970.0,1669.0,3998.0,8354.0,0.4375,10356,SUNY College at Old Westbury,1,2,36,4563
25.0,0.408,1082.0,0.5133,22500.0,0.3332,0.5793,24561.0,,1750.0,1750.0,1605.0,3914.0,7244.0,0.396,11829,SUNY at Purchase College,1,2,36,6815
20.0,0.7878,909.0,0.5178,24425.0,0.4511,0.5207,28692.0,,1039.0,1039.0,874.0,2578.0,9101.0,0.2334,7443,St Francis College,2,2,36,14633
,0.5391,,0.8789,23250.0,0.4804,0.6009,41035.0,,935.0,935.0,842.0,1605.0,6124.0,0.915,7739,The Sage Colleges,2,2,36,12861
24.0,0.6599,1066.0,0.6871,27000.0,0.2779,0.643,43387.0,,730.0,730.0,706.0,1637.0,6628.0,0.6505,8343,St Bonaventure University,2,2,36,15606
20.0,0.5594,955.0,0.5929,27000.0,0.4111,0.3644,48331.0,,1297.0,1297.0,1200.0,2173.0,6992.0,0.6813,8749,Methodist University,2,5,37,14791
20.0,0.7437,926.0,0.6623,21000.0,0.5465,0.3827,17403.0,,3228.0,3228.0,2933.0,5508.0,6746.0,0.978,6996,University of North Carolina at Pembroke,1,5,37,3906
19.0,0.5053,909.0,0.7049,28006.0,0.5044,0.3939,27143.0,,1997.0,1997.0,1790.0,3152.0,6322.0,1.0,3099,University of Mount Olive,2,5,37,8898
26.0,0.7851,1159.0,0.4629,20641.5,0.3446,0.6013,19760.0,,1599.0,1599.0,1528.0,3505.0,7805.0,0.6947,9239,University of North Carolina at Asheville,1,5,37,6637
19.0,0.5545,878.0,0.7751,22718.0,0.6068,0.2331,38340.0,,1588.0,1588.0,1391.0,2112.0,5849.0,0.2007,5955,North Carolina Wesleyan College,2,5,37,11479
21.0,0.5438,960.0,0.6816,25000.0,0.4286,0.6024,34863.0,,434.0,434.0,399.0,724.0,4724.0,1.0,5100,Montreat College,2,5,37,8841
24.0,0.6331,1093.0,0.5774,23000.0,0.4052,0.5336,18372.0,,9973.0,9973.0,9268.0,22686.0,8771.0,0.7292,8906,University of North Carolina at Charlotte,1,5,37,7515
15.0,0.5765,741.0,0.9183,34620.0,0.8435,0.3373,32030.0,,637.0,637.0,552.0,810.0,5137.0,0.6809,6957,Saint Augustine's University,2,5,37,7212
,0.9841,,0.0,,0.0,0.2462,,,,,,417.0,5719.0,1.0,3908,Southeastern Baptist Theological Seminary,2,5,37,5338
32.0,0.2573,1405.0,0.3523,15780.0,0.2375,0.9058,63390.0,,719.0,719.0,693.0,2414.0,11395.0,0.8232,29685,Vassar College,2,2,36,27290
23.0,0.627,1011.0,0.8436,27000.0,0.4691,0.4621,51038.0,,360.0,360.0,324.0,548.0,7079.0,0.5455,9122,Wells College,2,2,36,12769
31.0,0.2213,1355.0,0.2215,17000.0,0.1458,0.9343,60921.0,,361.0,361.0,345.0,1779.0,12080.0,0.9514,20398,Davidson College,2,5,37,20802
,,,0.6255,16500.0,0.3191,,,,127.0,127.0,,217.0,9909.0,0.6614,74299,Upstate Medical University,1,2,36,19400
24.0,0.8189,1088.0,0.5001,24500.0,0.201,0.5416,20657.0,,3865.0,3865.0,3632.0,10809.0,6833.0,0.927,16467,University of North Dakota,1,4,38,9833
22.0,0.4027,1032.0,0.5752,22010.0,0.385,0.5747,18923.0,,4100.0,4100.0,3853.0,8601.0,7568.0,0.73,7914,Western Carolina University,1,5,37,5752
18.0,0.5853,870.0,0.7108,25663.5,0.5854,0.4647,17369.0,,2764.0,2764.0,2426.0,4647.0,8052.0,0.9938,10832,Winston-Salem State University,1,5,37,4679
,0.749,,0.6172,24000.0,0.3522,0.4995,21802.0,,3469.0,3469.0,3064.0,7091.0,8511.0,0.989,8865,Salem State University,1,1,25,7336
,0.7914,,0.8398,27000.0,0.5755,0.3818,41710.0,,600.0,600.0,498.0,861.0,6413.0,0.3011,7126,Newbury College,2,1,25,15310
23.0,0.6415,1042.0,0.8031,24500.0,0.2315,0.7163,47322.0,,2061.0,2061.0,1784.0,2134.0,8157.0,1.0,10656,Springfield College,2,1,25,17172
,0.8268,,0.7932,27000.0,0.3255,0.4425,46888.0,,757.0,757.0,704.0,1256.0,7730.0,0.5051,4669,Nichols College,2,1,25,14881
,0.8423,,0.7401,27000.0,0.3388,0.4812,51028.0,,643.0,643.0,573.0,1235.0,7552.0,0.8636,9523,Regis College,2,1,25,18268
,,,0.7282,25000.0,0.0,,,,239.0,239.0,219.0,192.0,8278.0,0.775,12102,MGH Institute of Health Professions,2,1,25,20811
,,,0.8368,27000.0,0.3974,0.5,40731.0,,197.0,197.0,184.0,358.0,6438.0,0.4495,7005,Montserrat College of Art,2,1,25,18286
20.0,0.6346,955.0,0.5878,21500.0,0.3628,0.5136,19682.0,,2354.0,2354.0,2179.0,4850.0,7099.0,0.6675,7808,Frostburg State University,1,2,24,5615
,0.6063,,0.5338,20153.0,0.231,0.6732,22574.0,,3026.0,3026.0,2865.0,7612.0,7394.0,0.6408,7114,Salisbury University,1,2,24,6493
20.0,0.6779,950.0,0.4252,17707.5,0.4197,0.2557,13455.0,,1315.0,1315.0,1191.0,2488.0,5455.0,0.497,5744,Louisiana State University-Alexandria,1,5,22,4927
,0.834,,0.6994,27000.0,0.4907,0.5852,21470.0,,966.0,966.0,909.0,1766.0,6797.0,0.6766,10519,University of Maine at Farmington,1,1,23,6483
,0.2881,,0.3652,25250.0,0.1526,0.5635,59678.0,,1644.0,1644.0,1567.0,5112.0,9825.0,0.3912,21840,Berklee College of Music,2,1,25,31211
21.0,0.6129,978.0,0.6024,22805.0,0.4981,0.6538,40479.0,,394.0,394.0,349.0,910.0,5700.0,0.3457,7814,Eastern Nazarene College,2,1,25,13076
,0.5507,,0.5376,27000.0,0.2173,0.8285,49958.0,,799.0,799.0,762.0,2331.0,10286.0,1.0,11293,Clark University,2,1,25,17754
22.0,0.7626,1025.0,0.7311,25760.0,0.3967,0.4562,24539.0,,3551.0,3551.0,3197.0,7054.0,9481.0,0.6634,10541,University of Massachusetts-Dartmouth,1,1,25,9037
22.0,0.6103,1008.0,0.8783,27000.0,0.4145,0.5355,44646.0,,1010.0,1010.0,965.0,1622.0,7789.0,0.5,8868,Adrian College,2,3,26,14889
,0.4855,,0.5684,27000.0,0.1365,0.8486,59110.0,,1358.0,1358.0,1317.0,4177.0,11670.0,0.6984,24173,Worcester Polytechnic Institute,2,1,25,34171
,0.6455,,0.6812,26000.0,0.1991,0.792,60040.0,,572.0,572.0,535.0,1565.0,9302.0,0.6947,17846,Wheaton College,2,1,25,23613
,0.7517,,0.7059,27000.0,0.172,0.8697,53750.0,,958.0,958.0,917.0,2387.0,9030.0,0.6224,14275,Stonehill College,2,1,25,20319
,0.4584,,0.4894,27000.0,0.1536,0.5909,62431.0,,195.0,195.0,,563.0,6015.0,0.5,16163,The Boston Conservatory,2,1,25,25807
22.0,0.6689,1009.0,0.8273,26500.0,0.3919,0.2893,47333.0,,1184.0,1184.0,1100.0,2036.0,7731.0,0.2312,6120,Becker College,2,1,25,16255
33.0,0.1412,1453.0,0.3745,15000.0,0.1229,0.9369,63509.0,,1942.0,1942.0,1883.0,5862.0,10951.0,0.9501,78823,Johns Hopkins University,2,2,24,23744
,0.8006,,0.7534,25000.0,0.3207,0.3405,49231.0,,646.0,646.0,597.0,1123.0,6233.0,0.2097,6607,Anna Maria College,2,1,25,15989
28.0,0.4232,1244.0,0.4864,26500.0,0.1562,0.8891,58788.0,,1164.0,1164.0,1110.0,4137.0,12843.0,0.6501,13948,Bentley University,2,1,25,27181
25.0,0.7881,1145.0,0.6386,20370.0,0.1756,0.784,28170.0,,569.0,569.0,545.0,1684.0,7147.0,0.8352,14428,St Mary's College of Maryland,1,2,24,11830
29.0,0.263,1317.0,0.3626,26000.0,0.1628,0.8865,62440.0,,498.0,498.0,477.0,2141.0,15310.0,1.0,14638,Babson College,2,1,25,35065
,0.7831,,0.5548,27000.0,0.2168,0.7117,60228.0,,166.0,166.0,,406.0,9293.0,0.8,18927,St John's College,2,2,24,18721
22.0,0.8831,1016.0,0.5943,27000.0,0.2905,0.4836,37801.0,,776.0,776.0,724.0,1308.0,6204.0,0.5745,6376,Thomas More College,2,5,21,13137
21.0,0.6944,969.0,0.5919,23027.0,0.4213,0.3307,23485.0,,513.0,513.0,461.0,881.0,5696.0,1.0,7986,Louisiana College,2,5,22,9682
,0.7712,,0.4868,19148.0,0.3963,0.4731,16148.0,,507.0,507.0,464.0,833.0,6167.0,0.4409,8767,University of Maine at Presque Isle,1,1,23,4226
,,,0.1111,,0.2593,0.3333,32953.0,,27.0,27.0,,137.0,2745.0,0.7941,28170,Saint Joseph Seminary College,2,5,22,16220
21.0,0.6715,1013.0,0.6066,26000.0,0.2033,0.6897,50084.0,,878.0,878.0,826.0,1787.0,7334.0,0.9928,9023,Mount St Mary's University,2,2,24,16580
26.0,0.5192,1087.0,0.4713,26000.0,0.3011,0.5437,43494.0,,492.0,492.0,440.0,1001.0,7387.0,0.4917,10512,Notre Dame of Maryland University,2,2,24,14922
,0.782,,0.0,,0.2361,0.4894,21150.0,,37.0,37.0,,300.0,5857.0,1.0,5287,Ner Israel Rabbinical College,2,2,24,9835
22.0,0.9749,1023.0,0.554,25736.5,0.3429,0.3485,32821.0,,180.0,180.0,162.0,407.0,7177.0,0.1795,5786,Capitol Technology University,2,2,24,18896
31.0,0.2252,1363.0,0.2371,19345.0,0.1132,0.9374,61100.0,,289.0,289.0,279.0,1857.0,11758.0,0.8022,21346,Colby College,2,1,23,29560
22.0,0.7478,1029.0,0.7191,25500.0,0.4388,0.4007,19570.0,,7563.0,7563.0,6951.0,17275.0,9227.0,1.0,8775,Eastern Michigan University,1,3,26,9634
25.0,0.7422,1119.0,0.3815,21101.0,0.251,0.7144,23373.0,,5617.0,5617.0,5250.0,20220.0,9536.0,0.6443,12553,University of Oregon,1,8,41,15694
23.0,0.9523,1029.0,0.4747,23491.5,0.3831,0.3712,20949.0,,1870.0,1870.0,1702.0,4316.0,7416.0,0.5514,7042,Southern Oregon University,1,8,41,6349
21.0,0.9728,951.0,0.5266,22839.5,0.4671,0.2638,20636.0,,1490.0,1490.0,1352.0,2765.0,6342.0,0.5751,6004,Eastern Oregon University,1,8,41,5958
24.0,0.7661,1089.0,0.656,22366.0,0.3232,0.6983,43901.0,,1324.0,1324.0,1251.0,2567.0,7489.0,0.4621,8450,George Fox University,2,8,41,15436
31.0,0.3499,1383.0,0.3603,16000.0,0.182,0.8174,61795.0,,366.0,366.0,355.0,1396.0,10412.0,0.9755,23312,Reed College,2,8,41,28457
22.0,0.5056,995.0,0.673,25000.0,0.4248,0.4785,37264.0,,675.0,675.0,619.0,1168.0,8097.0,0.1717,3390,Concordia University-Portland,2,8,41,14241
,0.5134,,0.7446,26000.0,0.5543,0.5517,32947.0,,787.0,787.0,688.0,519.0,6900.0,0.3953,9198,Warner Pacific College,2,8,41,14833
,0.6126,,0.45,23918.0,0.2871,0.3368,31987.0,,403.0,403.0,369.0,580.0,4888.0,0.5385,5985,St. Gregory's University,2,6,40,9081
21.0,0.9155,990.0,0.6294,15687.5,0.3572,0.2867,17801.0,,2012.0,2012.0,1850.0,4133.0,6654.0,1.0,7993,Southwestern Oklahoma State University,1,6,40,4505
21.0,0.7222,970.0,0.4288,15506.5,0.4578,0.2926,14663.0,,1526.0,1526.0,1393.0,3125.0,7025.0,1.0,7398,Southeastern Oklahoma State University,1,6,40,4919
23.0,0.6103,1042.0,0.5632,25875.0,0.379,0.5247,34380.0,,893.0,893.0,848.0,1817.0,6881.0,0.676,7247,Oklahoma Baptist University,2,6,40,10479
22.0,0.6601,999.0,0.4712,24218.5,0.4325,0.4036,16260.0,,450.0,450.0,394.0,850.0,5515.0,0.6739,7716,University of Science and Arts of Oklahoma,1,6,40,3062
20.0,0.9607,934.0,0.7007,26000.0,0.3883,0.4928,22459.0,,2328.0,2328.0,2118.0,4401.0,9363.0,0.7331,8543,Clarion University of Pennsylvania,1,2,42,7588
20.0,0.8777,946.0,0.7927,24502.0,0.4645,0.4384,22158.0,,2237.0,2237.0,1986.0,4781.0,6254.0,0.7947,8268,Western Oregon University,1,8,41,6516
22.0,0.687,994.0,0.7199,26000.0,0.2828,0.5708,48009.0,,1115.0,1115.0,1039.0,1896.0,7517.0,0.4128,8606,Delaware Valley University,2,2,42,16802
23.0,0.675,968.0,0.8197,27750.0,0.4419,0.5846,44419.0,,804.0,804.0,710.0,1360.0,7081.0,0.4158,9595,Cedar Crest College,2,2,42,17747
,0.9708,759.0,0.7658,23759.5,0.593,0.4336,23926.0,,1385.0,1385.0,1189.0,1343.0,5281.0,0.3246,4687,Central Penn College,3,2,42,13060
26.0,0.7563,1138.0,0.6444,27000.0,0.197,0.7382,45754.0,,2467.0,2467.0,2356.0,5943.0,8897.0,0.5015,11535,Duquesne University,2,2,42,21107
23.0,0.7577,1035.0,0.6056,27000.0,0.2646,0.6512,40307.0,,1177.0,1177.0,1098.0,2661.0,7520.0,0.5821,8114,Gannon University,2,2,42,16523
,0.3977,,0.5623,22000.0,0.141,0.8347,60320.0,,780.0,780.0,749.0,2442.0,9544.0,0.7208,17703,Gettysburg College,2,2,42,28633
,,,0.375,,0.125,,,,,,,5.0,5493.0,0.2174,2099,Gratz College,2,2,42,5307
33.0,0.2457,1433.0,0.2077,13000.0,0.1633,0.8978,64226.0,,261.0,261.0,247.0,1229.0,10132.0,0.7978,28607,Haverford College,2,2,42,27540
25.0,0.7761,1054.0,0.6664,26000.0,0.2661,0.7037,47687.0,,1136.0,1136.0,1035.0,2291.0,6898.0,0.3698,9434,DeSales University,2,2,42,16393
33.0,0.2372,1448.0,0.3645,26250.0,0.1298,0.8777,63804.0,,1183.0,1183.0,1152.0,5964.0,9961.0,0.9408,32159,Carnegie Mellon University,2,2,42,37280
24.0,0.3053,1066.0,0.715,26000.0,0.4045,0.5907,40469.0,,523.0,523.0,498.0,983.0,5750.0,0.2907,5701,Corban University,2,8,41,12309
28.0,0.7794,1228.0,0.5023,26000.0,0.1985,0.7948,56834.0,,714.0,714.0,681.0,1925.0,9507.0,0.8259,14255,Willamette University,2,8,41,23115
,0.6147,,0.6405,17688.0,0.6167,0.5897,30270.0,,357.0,357.0,337.0,540.0,4175.0,0.8837,5293,Clarks Summit University,2,2,42,8735
30.0,0.3851,1346.0,0.3769,26000.0,0.1613,0.8508,61890.0,,354.0,354.0,335.0,1341.0,10588.0,0.8195,27277,Bryn Mawr College,2,2,42,23011
20.0,0.8225,951.0,0.7383,26094.0,0.3412,0.5406,23813.0,,4270.0,4270.0,3942.0,8244.0,8749.0,0.9205,9156,Kutztown University of Pennsylvania,1,2,42,7702
20.0,0.9174,948.0,0.7724,27000.0,0.411,0.5055,20869.0,,2136.0,2136.0,1968.0,4158.0,9593.0,0.9213,8602,Lock Haven University,1,2,42,7396
21.0,0.7492,990.0,0.7025,27000.0,0.3836,0.6269,51665.0,,1951.0,1951.0,1722.0,3801.0,9404.0,0.443,9137,La Salle University,2,2,42,16395
23.0,0.7122,1034.0,0.7664,27000.0,0.3274,0.6371,47370.0,,693.0,693.0,631.0,1260.0,7491.0,0.7623,9108,Lycoming College,2,2,42,12240
,0.5285,,0.8239,34500.0,0.7848,0.3065,29954.0,,765.0,765.0,514.0,779.0,6836.0,0.1012,5819,Metropolitan College of New York,2,2,36,15971
32.0,0.1097,1437.0,0.2658,13461.5,0.139,0.9414,65133.0,,973.0,973.0,923.0,4214.0,13483.0,0.8249,26574,Dartmouth College,2,1,33,30410
,0.5732,,0.6579,25455.0,0.2618,0.4298,41175.0,,661.0,661.0,609.0,1344.0,7371.0,0.335,6382,Rivier University,2,1,33,13144
,0.9706,,0.7419,26000.0,0.5806,0.7222,32000.0,,54.0,54.0,,87.0,4705.0,1.0,10919,Thomas More College of Liberal Arts,2,1,33,10998
,0.729,,0.7414,27000.0,0.156,0.7292,51384.0,,858.0,858.0,837.0,1908.0,8178.0,0.7241,12220,Saint Anselm College,2,1,33,19224
,0.9019,,0.7392,27000.0,0.3251,0.5185,53396.0,,518.0,518.0,495.0,1205.0,7160.0,0.9875,8178,Colby-Sawyer College,2,1,33,9827
,,,0.7967,17500.0,0.4352,0.5106,19608.0,,289.0,289.0,273.0,678.0,4877.0,1.0,6217,Ozark Christian College,2,4,29,8495
33.0,0.1674,1469.0,0.2047,19900.0,0.074,0.9264,65887.0,,1160.0,1160.0,1122.0,7032.0,14021.0,0.6452,109265,Washington University in St Louis,2,4,29,25310
24.0,0.8551,1090.0,0.7634,24311.0,0.3436,0.7857,24773.0,,253.0,253.0,243.0,602.0,6576.0,0.4933,12047,Bryan College of Health Sciences,2,4,31,16183
22.0,0.5864,1003.0,0.5193,17750.0,0.383,0.4638,30207.0,,215.0,215.0,204.0,390.0,5008.0,0.4706,12412,Grace University,2,4,31,9085
20.0,0.4374,950.0,0.903,26000.0,0.5274,0.4224,25430.0,,253.0,253.0,226.0,404.0,5443.0,0.6,6318,York College,2,4,31,10516
,,,0.6085,14387.0,0.1281,,,,150.0,150.0,,233.0,6831.0,0.9474,16794,Research College of Nursing,3,4,29,21338
22.0,0.6779,1036.0,0.964,27000.0,0.4438,0.5522,42178.0,,472.0,472.0,429.0,710.0,5781.0,0.9821,10009,Stephens College,2,4,29,11400
,0.9758,,0.186,13987.5,0.4489,0.2605,18131.0,,5272.0,5272.0,4115.0,12321.0,9723.0,0.3624,9370,College of Staten Island CUNY,1,2,36,3805
,0.3866,1165.0,0.1262,11548.0,0.4243,0.5356,17598.0,,6063.0,6063.0,4771.0,15465.0,10626.0,0.3168,10324,CUNY Hunter College,1,2,36,6076
